	Pid	period	true label	predicted label	logits
1018	274130	Ebla (ca. 2350-2250 BC)	4	4	[-1.3084334135055542, 0.16941601037979126, 0.11355341225862503, -2.0994465351104736, 15.31424617767334, -0.5769616365432739, -0.3422369658946991, 1.8027671575546265, 2.3040647506713867, -2.028872489929199, -7.5323872566223145, -2.7909421920776367, -1.9900490045547485, 0.20442305505275726, -7.795915603637695, 0.059885185211896896, 1.6570594310760498, -0.9509280920028687]
1019	2869	Uruk III (ca. 3200-3000 BC)	15	15	[2.3035197257995605, 1.393531322479248, 0.038072776049375534, -3.3336501121520996, 1.724829077720642, -1.448369026184082, -0.9559158682823181, 0.03664768114686012, -1.4718520641326904, -1.9913877248764038, -3.5183422565460205, -3.252471446990967, -1.7202050685882568, -1.1352553367614746, -3.1736130714416504, 7.473626613616943, 6.766941547393799, 1.0831977128982544]
1020	20364	ED IIIb (ca. 2500-2340 BC)	2	1	[2.0671000480651855, 10.522056579589844, 7.160106182098389, -3.210143804550171, 2.3267316818237305, -0.5019741058349609, -2.568037271499634, -2.4101264476776123, -3.6833720207214355, -1.2173163890838623, 0.45031261444091797, -0.5229650139808655, -1.2960822582244873, -3.755643606185913, -4.673861503601074, 2.364786386489868, -1.5121763944625854, -0.8555711507797241]
1021	211829	Lagash II (ca. 2200-2100 BC)	5	14	[-1.037163257598877, -2.7621383666992188, 1.8801544904708862, -0.8068277835845947, -0.9645119309425354, -1.470295786857605, 0.5653994083404541, -1.4825994968414307, -2.2863545417785645, 2.5272791385650635, -0.6294794678688049, 1.838468074798584, -1.9324061870574951, -1.0715243816375732, 6.367932319641113, -0.11773191392421722, 2.3125503063201904, 0.5963664054870605]
1022	213461	Old Akkadian (ca. 2340-2200 BC)	10	0	[4.151278018951416, -0.04142889380455017, 0.41159507632255554, -0.31733447313308716, -1.8088903427124023, -5.050256252288818, -0.7784022688865662, 3.065598726272583, -0.0604819618165493, -0.4424443542957306, 2.878636121749878, -0.1466963142156601, 2.949323892593384, -2.6637890338897705, -1.0514121055603027, -1.156458854675293, -0.33990272879600525, -1.7703328132629395]
1023	452985	ED IIIa (ca. 2600-2500 BC)	1	2	[0.30378156900405884, 3.8427295684814453, 6.239001750946045, -1.7706483602523804, -1.533077359199524, 2.6514031887054443, -1.4186776876449585, -0.7920135259628296, -1.494377613067627, -1.7279233932495117, 3.3954031467437744, 4.766499996185303, -3.666598081588745, -1.229346752166748, -1.2268173694610596, 0.3834434449672699, -1.6406170129776, -1.593795657157898]
1024	4146	Uruk IV (ca. 3350-3200 BC)	16	16	[2.8255558013916016, 0.3371608257293701, -0.972194254398346, -3.7998170852661133, -0.38638076186180115, -1.977414608001709, 0.19734624028205872, -0.6665748357772827, -0.968006432056427, -0.5622619390487671, -2.030144691467285, -0.10443203151226044, -2.1648426055908203, 1.0216063261032104, -2.6882190704345703, 5.595448017120361, 7.142895698547363, 2.706317663192749]
1025	394560	Neo-Assyrian (ca. 911-612 BC)	8	8	[0.12851324677467346, -0.7148052453994751, 0.6311115622520447, -1.8948792219161987, -1.184875726699829, 0.20734789967536926, -1.4036067724227905, 0.3117264211177826, 8.38983154296875, 1.280409574508667, 0.43789276480674744, 1.1091400384902954, -1.0819803476333618, 1.1854921579360962, -1.6480932235717773, -2.1071255207061768, -1.5332082509994507, -0.8226112127304077]
1026	236680	Early Old Babylonian (ca. 2000-1900 BC)	3	3	[0.42290762066841125, -0.028336450457572937, 0.11769560724496841, 6.021672248840332, -0.3475750684738159, -1.5434658527374268, -0.5787078738212585, -1.9305634498596191, -0.4499348998069763, 0.40713006258010864, -1.254069447517395, -1.4187098741531372, 1.993032693862915, -1.8886802196502686, 3.5823278427124023, -1.3593229055404663, -1.0369833707809448, -0.6053043603897095]
1027	9006	Proto-Elamite (ca. 3100-2900 BC)	13	13	[1.2708741426467896, -2.674541473388672, 1.0305784940719604, -3.2945172786712646, 0.9554459452629089, -0.19540861248970032, -1.0472157001495361, 1.852787971496582, -1.4686574935913086, -2.2186124324798584, 0.609568178653717, -4.492253303527832, -3.030207395553589, 13.472369194030762, -2.1957645416259766, 0.5980485081672668, 1.5184252262115479, -0.7574989795684814]
1028	4674	Uruk III (ca. 3200-3000 BC)	15	15	[4.100350379943848, -1.6807771921157837, -1.6027823686599731, -0.5594650506973267, 1.9281479120254517, -0.5998021364212036, -1.4870480298995972, 0.12531211972236633, 1.7452298402786255, -2.5479307174682617, -2.4733214378356934, -8.056076049804688, 1.3090072870254517, -0.37351420521736145, -3.8117685317993164, 10.946563720703125, 2.1723406314849854, 0.5499281883239746]
1029	136110	Ur III (ca. 2100-2000 BC)	14	14	[-0.9937645792961121, -3.0384750366210938, -1.684123158454895, 0.04315517097711563, -0.6897380948066711, -1.6854028701782227, 0.43007344007492065, 3.539283275604248, -4.854254245758057, 0.15282636880874634, 0.08004377782344818, 0.6952112317085266, 4.660880088806152, -1.7231067419052124, 8.029160499572754, -3.6398682594299316, -1.0790013074874878, 0.8111667633056641]
1030	811	Uruk IV (ca. 3350-3200 BC)	16	15	[1.360958218574524, -3.3156824111938477, -1.3929156064987183, -6.192275047302246, -0.6437934637069702, -0.5722752213478088, -1.8664953708648682, -0.7088146209716797, 0.40750831365585327, -2.4446780681610107, -4.6824421882629395, -4.635507106781006, 0.18622606992721558, 0.23965027928352356, -1.6260193586349487, 9.217706680297852, 8.593722343444824, 7.342031955718994]
1031	236375	Early Old Babylonian (ca. 2000-1900 BC)	3	3	[-2.367661952972412, -1.4838039875030518, 2.231555223464966, 8.383200645446777, -0.6520662903785706, -0.8809441328048706, -0.17567425966262817, 0.24357415735721588, -1.3766236305236816, 0.39114049077033997, -2.2970049381256104, 0.6410884857177734, 3.2875397205352783, -2.042419195175171, 2.763110399246216, -0.9504870772361755, -3.6610751152038574, -2.0491998195648193]
1032	4232	Uruk IV (ca. 3350-3200 BC)	16	15	[3.570186138153076, -0.4025084376335144, -0.7892269492149353, -4.66048526763916, 1.4269317388534546, -2.4587528705596924, -1.5157849788665771, 0.10361576080322266, 5.7478251457214355, -5.093502998352051, -1.3835346698760986, -5.565322399139404, 0.9096771478652954, 2.4447546005249023, -5.991017818450928, 6.290576457977295, 4.246646404266357, 1.875451922416687]
1033	236020	Early Old Babylonian (ca. 2000-1900 BC)	3	3	[-2.564446449279785, -3.334665298461914, 1.479798436164856, 12.806482315063477, 1.60903000831604, 0.31991997361183167, 0.06154649704694748, -0.0692509114742279, -2.1529133319854736, 1.5043609142303467, -2.6648902893066406, 0.1985747516155243, -0.5974094867706299, -1.2130883932113647, -1.0030425786972046, -3.368091106414795, -2.783205509185791, -1.3021174669265747]
1034	274140	Ebla (ca. 2350-2250 BC)	4	4	[-0.10818660259246826, 1.0445624589920044, 0.014382329769432545, 0.02357681840658188, 11.592286109924316, 0.17799553275108337, -1.5493748188018799, -0.04355669394135475, -1.1172505617141724, -1.6427891254425049, -0.8675493597984314, -0.7360005974769592, 0.6124874353408813, -0.4478161036968231, -4.2704668045043945, -1.1170047521591187, -1.522812008857727, -0.39921966195106506]
1035	359338	Old Assyrian (ca. 1950-1850 BC)	11	11	[-0.863398551940918, 0.31886452436447144, 1.0366684198379517, 1.9772862195968628, -2.231869697570801, 1.0661282539367676, -1.1321053504943848, 0.19643908739089966, -0.10802418738603592, 0.9482908248901367, 0.5237366557121277, 8.330109596252441, -2.7773170471191406, -2.3075435161590576, -0.752790093421936, -1.2745734453201294, -1.8881391286849976, -0.5063587427139282]
1036	274151	Ebla (ca. 2350-2250 BC)	4	4	[-2.9004783630371094, -4.6190643310546875, -1.594452977180481, 1.786240577697754, 9.062272071838379, -1.4354161024093628, 0.18019866943359375, 2.3355424404144287, 0.02675236389040947, -1.6401269435882568, -4.09420108795166, -1.3293073177337646, 4.7921295166015625, -0.995116114616394, -2.973872661590576, 1.0131155252456665, -0.12083667516708374, 0.6319682598114014]
1037	216351	Old Akkadian (ca. 2340-2200 BC)	10	12	[0.33776283264160156, -1.686479091644287, -1.0982731580734253, 2.4997243881225586, -1.870611548423767, -3.624547243118286, -3.2329928874969482, 3.195250988006592, 0.23446787893772125, 0.2927849590778351, 5.272332668304443, -1.0134129524230957, 7.469539642333984, -4.124960422515869, 2.842008113861084, -2.2891345024108887, -2.7876169681549072, -1.0751241445541382]
1038	3236	Uruk IV (ca. 3350-3200 BC)	16	15	[0.6104611754417419, 0.7691147327423096, 2.384164571762085, -2.432685136795044, 0.5052022337913513, -1.269625186920166, -1.3848161697387695, 0.5483567118644714, -0.6207319498062134, -1.7149077653884888, 1.1287877559661865, -3.7055675983428955, -1.0565464496612549, -1.333231806755066, -3.51668381690979, 4.992164611816406, 4.873273849487305, 0.8959962129592896]
1039	464916	Early Old Babylonian (ca. 2000-1900 BC)	3	5	[-2.687987804412842, 1.2627477645874023, 0.03025680035352707, 3.418027877807617, -1.0510811805725098, 5.335908889770508, 1.5454154014587402, 3.2978556156158447, 2.921971321105957, 1.3880386352539062, -1.7618755102157593, -1.6796976327896118, -0.6263561248779297, 2.031007766723633, -2.3113911151885986, -2.568023204803467, -4.554012298583984, -1.180420994758606]
1040	213126	Lagash II (ca. 2200-2100 BC)	5	11	[-0.3857496678829193, 1.3600537776947021, 1.1110326051712036, 1.5584232807159424, 0.9252937436103821, 1.5804576873779297, -0.42266690731048584, 1.9306379556655884, -2.638784408569336, 0.5712039470672607, 2.615589141845703, 5.249906063079834, -1.7204824686050415, -1.7545485496520996, 0.5007110834121704, -4.087228298187256, -3.389443874359131, -0.8311212062835693]
1041	426345	Neo-Assyrian (ca. 911-612 BC)	8	8	[0.042733222246170044, -4.9107346534729, -3.1329970359802246, -2.881844997406006, 0.10441914200782776, -0.5398327112197876, 0.903257429599762, 2.464019536972046, 19.962364196777344, 0.5647501945495605, -3.810926675796509, -0.496628075838089, -0.4133591055870056, -0.7813398241996765, -1.6823792457580566, -4.344784736633301, -5.018397808074951, -1.9704947471618652]
1042	260383	Old Assyrian (ca. 1950-1850 BC)	11	11	[-2.5616469383239746, -2.177828788757324, -2.8616654872894287, 0.9874205589294434, 0.16238532960414886, -0.17163565754890442, 1.8256474733352661, 2.5228302478790283, 4.383895397186279, 5.0431227684021, -2.549175977706909, 5.178989410400391, -2.1234426498413086, 1.805503010749817, -0.40600675344467163, -5.13507080078125, -2.4766652584075928, 0.08899742364883423]
1043	251581	Old Akkadian (ca. 2340-2200 BC)	10	10	[0.8856825828552246, 0.38389885425567627, 5.607048511505127, -0.6457763314247131, -3.2049851417541504, 4.68448543548584, -1.8553918600082397, -2.318547010421753, -0.789532482624054, -0.3305248022079468, 9.762894630432129, -1.3122713565826416, -1.8234955072402954, -4.581981182098389, 0.9095962047576904, 0.6096662282943726, -2.4171810150146484, -1.8331079483032227]
1044	145096	Ur III (ca. 2100-2000 BC)	14	14	[-3.6360249519348145, -4.058227062225342, -3.769000291824341, 4.41281270980835, -1.759398102760315, -3.16050386428833, 1.8572111129760742, 1.7349109649658203, 0.1772260218858719, 0.3006203770637512, -0.2675582766532898, 1.0551352500915527, 2.4037368297576904, -3.828678607940674, 8.862645149230957, -4.644379615783691, -0.06454712897539139, 0.7173417806625366]
1045	4087	Uruk IV (ca. 3350-3200 BC)	16	15	[3.510652542114258, 1.8784700632095337, -0.5541197061538696, -4.656824111938477, -1.5062159299850464, -0.035360850393772125, 1.1258130073547363, -1.9139022827148438, 0.7353631258010864, -1.9922949075698853, -5.335951805114746, -2.9474411010742188, -1.2476307153701782, -0.1981544941663742, -4.972958564758301, 13.403855323791504, 6.39254093170166, -1.4350817203521729]
1046	274192	Ebla (ca. 2350-2250 BC)	4	4	[-3.100625514984131, -3.0002102851867676, -3.5104010105133057, -1.9738504886627197, 17.713794708251953, -1.2296192646026611, 1.0501110553741455, 2.6684019565582275, 4.6847920417785645, 0.6667555570602417, -9.542061805725098, -6.063515663146973, 1.6096817255020142, -0.124927818775177, -8.039076805114746, -0.6572040319442749, 2.3083229064941406, 0.11450964212417603]
1047	1573	Uruk IV (ca. 3350-3200 BC)	16	16	[0.8422662019729614, 0.4934788942337036, -3.7394254207611084, -2.520315170288086, -1.9236637353897095, -4.242249488830566, 0.41909557580947876, -1.8847436904907227, -1.5857118368148804, -0.9503933191299438, 0.399288147687912, -0.6244012117385864, -2.7165615558624268, 0.4980057179927826, -0.24235354363918304, 4.470959663391113, 9.424419403076172, 2.1451303958892822]
1048	1081	Uruk IV (ca. 3350-3200 BC)	16	16	[1.1102452278137207, -3.0545434951782227, -1.1147207021713257, -5.11567497253418, 0.19271139800548553, -3.6866672039031982, -1.2940912246704102, -0.6764810681343079, -2.6560702323913574, 0.027631156146526337, -0.9504483342170715, -0.0009486004710197449, -3.745046377182007, -0.5201287865638733, 2.5215046405792236, 3.4482791423797607, 8.220992088317871, 5.438946723937988]
1049	388591	Lagash II (ca. 2200-2100 BC)	5	14	[-1.4024989604949951, -1.5193579196929932, 4.845398426055908, 2.510345935821533, -4.307440280914307, 2.9489049911499023, 1.0644681453704834, -1.5279065370559692, -3.874723434448242, -0.11807891726493835, 2.4049594402313232, 3.0138866901397705, -2.5193819999694824, -2.401374578475952, 9.215141296386719, -1.9435007572174072, -5.127392768859863, -0.34479883313179016]
1050	2903	Uruk III (ca. 3200-3000 BC)	15	15	[-0.036100417375564575, -0.5893527865409851, -0.5502793192863464, -4.489926338195801, -0.430505633354187, -0.6189825534820557, -0.29471710324287415, -0.7172359228134155, 0.45551639795303345, -1.7391932010650635, 3.117388963699341, -5.0905890464782715, 0.6323142051696777, 0.4334681034088135, -1.4688739776611328, 5.2458415031433105, 4.5009846687316895, 0.49386581778526306]
1051	261326	Middle Babylonian (ca. 1400-1100 BC)	7	12	[-0.17623978853225708, -2.288311004638672, -3.740492820739746, 1.6207396984100342, -3.286276340484619, -5.817755699157715, 4.1776957511901855, 1.3095664978027344, 3.1102027893066406, 0.05881449580192566, -2.1720361709594727, 2.1777005195617676, 8.084657669067383, 2.2215495109558105, -1.9417519569396973, -2.8204352855682373, 1.6874781847000122, -1.6025787591934204]
1052	359955	Old Assyrian (ca. 1950-1850 BC)	11	11	[-0.58964604139328, -0.8603317737579346, 0.032722108066082, -0.5092556476593018, -3.042168140411377, 3.6720142364501953, 0.2852872312068939, 1.3633840084075928, -0.007228595204651356, 3.116879463195801, -2.2062957286834717, 8.831534385681152, -0.6727402806282043, -0.9903897643089294, -0.6776175498962402, -2.7779593467712402, -0.7569816708564758, -0.10552923381328583]
1053	398596	Neo-Assyrian (ca. 911-612 BC)	8	8	[0.2512601912021637, -1.820887804031372, -0.6817072033882141, -2.952789545059204, 0.1080109179019928, -0.38678860664367676, 0.6715611815452576, 2.0323433876037598, 3.3935375213623047, 0.9128259420394897, -1.908758282661438, 2.7346577644348145, 2.1926050186157227, -0.5392009615898132, -1.058508038520813, 2.489428758621216, -1.2489266395568848, 0.613400936126709]
1054	217470	Old Akkadian (ca. 2340-2200 BC)	10	10	[1.3494101762771606, 1.282667875289917, 2.9142706394195557, -3.1366541385650635, 0.022671986371278763, 2.319840669631958, -0.21140721440315247, 0.057517848908901215, -2.28254771232605, -0.230369433760643, 4.181798934936523, 2.832585334777832, -1.9708715677261353, 1.5948386192321777, 1.047973871231079, -1.5209665298461914, -2.388834238052368, -2.073305368423462]
1055	8472	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-2.0335822105407715, -1.1639147996902466, -2.4537692070007324, 1.1380053758621216, -0.8137308955192566, -1.770165205001831, -1.4583630561828613, 2.0647616386413574, 0.6578043699264526, -1.7377684116363525, -1.4741331338882446, 2.688966989517212, 1.2496607303619385, 9.903183937072754, -0.7500811219215393, -0.9089170098304749, -2.7934420108795166, 0.9597958326339722]
1056	247525	Old Babylonian (ca. 1900-1600 BC)	12	3	[0.7808399200439453, 0.41993892192840576, 0.25512102246284485, 5.408170700073242, 1.4093533754348755, -0.4473324418067932, 0.6494921445846558, -1.4121757745742798, 2.679039239883423, 3.0814356803894043, -0.7199121713638306, -0.33898529410362244, 1.4996685981750488, -2.3172473907470703, -0.40241342782974243, -1.4473763704299927, -2.3634228706359863, -2.078360080718994]
1057	8480	Proto-Elamite (ca. 3100-2900 BC)	13	13	[0.3822053074836731, -4.801850318908691, -4.410163879394531, 1.817919135093689, -0.9105756878852844, -2.0707826614379883, -1.3575050830841064, 4.008483409881592, 1.2617995738983154, -0.9780193567276001, 0.2761712968349457, -5.842214584350586, 5.309159278869629, 6.439830780029297, -1.3420993089675903, 2.89245343208313, -1.838626503944397, -0.3539646565914154]
1058	432783	Early Old Babylonian (ca. 2000-1900 BC)	3	13	[-1.2348730564117432, -2.4232120513916016, -4.5851006507873535, 3.8388662338256836, -1.3101818561553955, -1.102182388305664, 1.8514344692230225, 1.937333106994629, 0.7636748552322388, 2.039577007293701, 0.03838682547211647, 3.309872627258301, -1.354083776473999, 4.496410846710205, 1.9989930391311646, -3.6837048530578613, -2.6873044967651367, 0.31954964995384216]
1059	2317	Uruk III (ca. 3200-3000 BC)	15	16	[0.7746630907058716, 2.962768077850342, -0.4571365714073181, -2.666128396987915, 0.14052291214466095, 2.470705032348633, 0.00205230712890625, -0.5019630193710327, -0.9334338307380676, 0.9243419170379639, -2.8290493488311768, -3.269380807876587, 0.23591545224189758, -0.9302149415016174, -0.7846812605857849, 2.0186643600463867, 3.6900665760040283, 3.016202449798584]
